sku,slug,handle,common,group,family,origin,care,temperament,swim,tank,adult,tempC,ph,hard,diet,social,life,psize,desc,tips,aqa_staple,aqa_treat,feeding_note,hub_url,care_url,shop_url,title
RA-FSH-0558,yellow-lace-top-sword-guppy,top-sword-tiger-endler-guppy-jumbo,Yellow Lace Top Sword Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Yellow Lace Top Sword Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/yellow-lace-top-sword-guppy,https://care.best4pets.in/fish/yellow-lace-top-sword-guppy/care/,https://best4pets.in/products/top-sword-tiger-endler-guppy-jumbo,Yellow Lace Top Sword Guppy (Male)
RA-FSH-0559,german-sunset-guppy,german-sunset-guppy-2-jumbo,German Sunset Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,2 in,"German Sunset Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/german-sunset-guppy,https://care.best4pets.in/fish/german-sunset-guppy/care/,https://best4pets.in/products/german-sunset-guppy-2-jumbo,"German Sunset Guppy 2"", Jumbo"
RA-FSH-0560,blue-neon-guppy,blue-neon-guppy-2-jumbo,Blue Neon Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Blue Neon Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/blue-neon-guppy,https://care.best4pets.in/fish/blue-neon-guppy/care/,https://best4pets.in/products/blue-neon-guppy-2-jumbo,Blue Neon Guppy (Pair)
RA-FSH-0561,red-tail-tuxedo-guppy-pair,red-tail-tuxedo-guppy-2,Red Tail Tuxedo Guppy Pair,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Red Tail Tuxedo Guppy Pair is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/red-tail-tuxedo-guppy-pair,https://care.best4pets.in/fish/red-tail-tuxedo-guppy-pair/care/,https://best4pets.in/products/red-tail-tuxedo-guppy-2,Red Tail Tuxedo Guppy Pair
RA-FSH-0562,albino-giant-gourami,albino-giant-gourami-5,Albino Giant Gourami,Gourami/Anabantid,Osphronemidae,Southeast Asia,Beginner-Intermediate,Peaceful (with care),Top-Middle,75-115 L,2-6 in (5-15 cm),23-28°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Pairs or single,3-5 years,3 in,"Albino Giant Gourami is a labyrinth fish that gulps air at the surface and appreciates calm water. Generally peaceful, though males can be territorial with their own kind.","Keep calm water with surface access for air-breathing. | Avoid keeping multiple males in a small tank — they turn territorial. | Provide floating plants and gentle flow for a secure, settled fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/albino-giant-gourami,https://care.best4pets.in/fish/albino-giant-gourami/care/,https://best4pets.in/products/albino-giant-gourami-5,"Albino Giant Gourami, 3"""
RA-FSH-0563,red-cap-oranda-goldfish-a-grade,red-cap-oranda-goldfish-a-grade-4,Red Cap Oranda Goldfish A Grade,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,75-115 L per fish,6-8 in fancy (15-20 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,3-4 in,"Red Cap Oranda Goldfish A Grade is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/red-cap-oranda-goldfish-a-grade,https://care.best4pets.in/fish/red-cap-oranda-goldfish-a-grade/care/,https://best4pets.in/products/red-cap-oranda-goldfish-a-grade-4,"Red Cap Oranda Goldfish A Grade 3-4"" (Pair)"
RA-FSH-0564,paratilapia-polleni-2,paratilapia-polleni-2-5,Paratilapia polleni,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-16 in — varies by species,23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,2 in,"Paratilapia polleni is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/paratilapia-polleni-2,https://care.best4pets.in/fish/paratilapia-polleni-2/care/,https://best4pets.in/products/paratilapia-polleni-2-5,"Paratilapia polleni, 2"""
RA-FSH-0565,kuhli-loach,giant-kuhli-loach-3,Kuhli Loach,Loach,Cobitidae / Botiidae,Asia,Beginner-Intermediate,Peaceful (with care),Bottom,115-280 L (species-dependent),2-12 in — varies by species,24-28°C,6.0-7.5,Soft-Medium (3-15 dGH),Omnivore,Groups of 5 or more,10-15 years,,Kuhli Loach is a social bottom-dwelling loach that does best in groups and appreciates smooth substrate and hiding spots. Some stay small; clown loaches grow large and long-lived.,Keep in groups of 5+ — loaches are social and pine when kept singly. | Use smooth substrate and provide caves/tunnels for security. | Many relish snails; confirm adult size (clown loach reaches ~30 cm).,aqa-micro-pellet-economy,aqa-brineshrimp-flakes,Use a sinking food; many also relish snails.,https://care.best4pets.in/fish/kuhli-loach,https://care.best4pets.in/fish/kuhli-loach/care/,https://best4pets.in/products/giant-kuhli-loach-3,Kuhli Loach
RA-FSH-0566,rainbow-stiphodon-goby,rainbow-stiphodon-goby-stiphodon-ornatus,Rainbow Stiphodon Goby,Rainbowfish,Melanotaeniidae,Australia / New Guinea,Beginner-Intermediate,Peaceful,Middle-Top,115 L,2-5 in (5-13 cm),23-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Shoal of 6 or more,5-8 years,,"Rainbow Stiphodon Goby is an active, peaceful schooling fish whose colours intensify with age and in a group. It prefers neutral-to-hard water and plenty of open swimming space.","Keep 6+ — colour and confidence build in a shoal (and with mature males). | Neutral to slightly alkaline, harder water suits them well. | Give long open swimming lanes; they're fast, active swimmers.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/rainbow-stiphodon-goby,https://care.best4pets.in/fish/rainbow-stiphodon-goby/care/,https://best4pets.in/products/rainbow-stiphodon-goby-stiphodon-ornatus,Rainbow Stiphodon Goby (Stiphodon ornatus)
RA-FSH-0567,electric-blue-dwarf-goby,electric-blue-neon-dwarf-goby-stiphodon-atropurpureus,Electric Blue Dwarf Goby,African Rift Cichlid (Malawi),Cichlidae,"Lake Malawi, East Africa",Intermediate,Aggressive,All levels,200 L,4-6 in (10-15 cm),24-28°C,7.8-8.6,Hard / Alkaline (10-20 dGH),Omnivore,Groups (species-appropriate),8-10 years,,"Electric Blue Dwarf Goby is a colourful, boldly territorial Lake Malawi cichlid. It needs hard, alkaline water and a rocky, cave-filled aquascape, with stocking planned to spread aggression.","Hard, alkaline water is essential — not for soft-water community tanks. | Build rockwork with many caves; keep them appropriately stocked to diffuse aggression. | Mbuna need veg-based food (avoid excess protein → Malawi bloat); peacocks/haps take more protein.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Mbuna are veg-leaning — keep protein moderate to avoid bloat.,https://care.best4pets.in/fish/electric-blue-dwarf-goby,https://care.best4pets.in/fish/electric-blue-dwarf-goby/care/,https://best4pets.in/products/electric-blue-neon-dwarf-goby-stiphodon-atropurpureus,Electric Blue Dwarf Goby (Stiphodon atropurpureus) (Pair)
RA-FSH-0568,silver-dollar-2,silver-dollar-2,Silver Dollar,Silver Dollar/Large Characin,Characidae / Serrasalmidae,South America,Intermediate,Peaceful,Middle,280 L,5-8 in (13-20 cm),24-28°C,5.5-7.5,Soft-Medium (4-18 dGH),Herbivore,Shoal of 5 or more,10 years,4 in,"Silver Dollar is a large, peaceful, disc-shaped characin that shoals and appreciates space. Most are avid plant-eaters, so pair with tough or artificial plants.",Keep a group of 5+ in a large tank — they're skittish when few. | Expect them to eat soft plants; use robust or artificial plants. | Provide open swimming space and secure the tank (they spook and dash).,aqa-micro-pellet-economy,,Largely herbivorous — supplement with vegetable matter and greens.,https://care.best4pets.in/fish/silver-dollar-2,https://care.best4pets.in/fish/silver-dollar-2/care/,https://best4pets.in/products/silver-dollar-2,"Silver Dollar 4"""
RA-FSH-0569,hasemani-whiptail-hemiloricaria-hasemani,hasemani-whiptail-hemiloricaria-hasemani-2-5-3,Hasemani Whiptail / Hemiloricaria hasemani,Pleco (L-number/Bristlenose),Loricariidae,South America,Beginner-Intermediate,Peaceful (with care),Bottom,115 L (varies by species),4-18 in — varies by species,24-28°C,6.0-7.5,Soft-Medium (2-15 dGH),Omnivore,Solitary (can be territorial),10-15 years,2.5 in,"Hasemani Whiptail / Hemiloricaria hasemani is a loricariid catfish. Sizes range from a 12 cm bristlenose to an 45 cm+ common pleco, so confirm the species. Most graze biofilm and need driftwood and sinking foods.","Provide driftwood — many species rasp on wood as part of their diet. | Don't rely on tank algae alone; offer sinking wafers and vegetables (Hypancistrus are carnivores). | Confirm adult size before buying — bristlenose stay ~12 cm, common/sailfin plecos exceed 40 cm.",aqa-micro-pellet-economy,,"Supplement with algae wafers, vegetables and driftwood (Hypancistrus need meaty food).",https://care.best4pets.in/fish/hasemani-whiptail-hemiloricaria-hasemani,https://care.best4pets.in/fish/hasemani-whiptail-hemiloricaria-hasemani/care/,https://best4pets.in/products/hasemani-whiptail-hemiloricaria-hasemani-2-5-3,"Hasemani Whiptail / Hemiloricaria hasemani, 2.5""-3"" (Pair)"
RA-FSH-0570,zebra-loach-botia-striata,zebra-loach-botia-striata,Zebra Loach / Botia striata,Loach,Cobitidae / Botiidae,Asia,Beginner-Intermediate,Peaceful (with care),Bottom,115-280 L (species-dependent),2-12 in — varies by species,24-28°C,6.0-7.5,Soft-Medium (3-15 dGH),Omnivore,Groups of 5 or more,10-15 years,,Zebra Loach / Botia striata is a social bottom-dwelling loach that does best in groups and appreciates smooth substrate and hiding spots. Some stay small; clown loaches grow large and long-lived.,Keep in groups of 5+ — loaches are social and pine when kept singly. | Use smooth substrate and provide caves/tunnels for security. | Many relish snails; confirm adult size (clown loach reaches ~30 cm).,aqa-micro-pellet-economy,aqa-brineshrimp-flakes,Use a sinking food; many also relish snails.,https://care.best4pets.in/fish/zebra-loach-botia-striata,https://care.best4pets.in/fish/zebra-loach-botia-striata/care/,https://best4pets.in/products/zebra-loach-botia-striata,Zebra Loach / Botia striata
RA-FSH-0571,narayans-blue-barb,pethia-setnai-setnai-barb,Narayans Blue Barb,Barb,Cyprinidae,Asia,Beginner-Intermediate,Semi-aggressive,Middle,115 L,2-3 in (5-8 cm),22-26°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Shoal of 6 or more,5 years,,"Narayans Blue Barb is an active, hardy barb. Kept in good numbers it's a lively community fish, but small groups can turn nippy toward long-finned tankmates.","Keep a shoal of 6+ to spread out natural nipping behaviour. | Avoid slow, long-finned tankmates (e.g. bettas, angelfish, guppies). | Provide open swimming space for this fast, energetic fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/narayans-blue-barb,https://care.best4pets.in/fish/narayans-blue-barb/care/,https://best4pets.in/products/pethia-setnai-setnai-barb,Narayans Blue Barb (Pair)
RA-FSH-0572,hujeta-gar-ctenolucius-hujeta,hujeta-gar-6,Hujeta Gar / Ctenolucius hujeta,Oddball/Predator,Various,Varies,Intermediate-Advanced,Aggressive,All levels,1140 L,24-48 in (60-120 cm),24-28°C,6.5-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or species-dependent,10-20 years,6 in,"Hujeta Gar / Ctenolucius hujeta is a specialist 'oddball' predator (such as bichirs, arowana, gar, knifefish or eels). Most grow large and hunt, so the exact species dictates tank size and tankmates.","Use a tight, weighted lid — most oddball predators jump or climb. | Predatory: never house with fish small enough to be swallowed. | Research the exact species — many outgrow standard aquariums dramatically.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish; large species need large prey items.,https://care.best4pets.in/fish/hujeta-gar-ctenolucius-hujeta,https://care.best4pets.in/fish/hujeta-gar-ctenolucius-hujeta/care/,https://best4pets.in/products/hujeta-gar-6,"Hujeta Gar / Ctenolucius hujeta, 6"""
RA-FSH-0573,veil-tail-tiger-barb,veil-tail-tiger-barb,Veil Tail Tiger Barb,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,75-115 L per fish,6-8 in fancy (15-20 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,,"Veil Tail Tiger Barb is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/veil-tail-tiger-barb,https://care.best4pets.in/fish/veil-tail-tiger-barb/care/,https://best4pets.in/products/veil-tail-tiger-barb,Veil Tail Tiger Barb (Pair)
